State,Year,Season,Crop,Area,Production,Rainfall
Chhattisgarh,2011,Kharif     ,Groundnut,1,2,1302.7
Chhattisgarh,2011,Kharif     ,Maize,148,176,1302.7
Chhattisgarh,2011,Kharif     ,Moong(Green Gram),51,13,1302.7
Chhattisgarh,2011,Kharif     ,Rice,129502,248913,1302.7
Chhattisgarh,2011,Kharif     ,Sesamum,137,52,1302.7
Chhattisgarh,2011,Kharif     ,Small millets,84,11,1302.7
Chhattisgarh,2011,Kharif     ,Soyabean,6900,5067,1302.7
Chhattisgarh,2011,Kharif     ,Sunflower,38,25,1302.7
Chhattisgarh,2011,Kharif     ,Urad,190,58,1302.7
Chhattisgarh,2011,Rabi       ,Barley,13,11,1302.7
Chhattisgarh,2011,Rabi       ,Gram,14795,16026,1302.7
Chhattisgarh,2011,Rabi       ,Horse-gram,6,2,1302.7
Chhattisgarh,2011,Rabi       ,Khesari,16577,8717,1302.7
Chhattisgarh,2011,Rabi       ,Linseed,774,277,1302.7
Chhattisgarh,2011,Rabi       ,Masoor,973,338,1302.7
Chhattisgarh,2011,Rabi       ,Moong(Green Gram),35,10,1302.7
Chhattisgarh,2011,Rabi       ,Peas & beans (Pulses),217,72,1302.7
Chhattisgarh,2011,Rabi       ,Potato,1,6,1302.7
Chhattisgarh,2011,Rabi       ,Rapeseed &Mustard,766,308,1302.7
Chhattisgarh,2011,Rabi       ,Safflower,33,8,1302.7
Chhattisgarh,2011,Rabi       ,Urad,153,38,1302.7
Chhattisgarh,2011,Rabi       ,Wheat,6755,7399,1302.7
Chhattisgarh,2011,Whole Year ,Banana,89,2716,1302.7
Chhattisgarh,2011,Whole Year ,Coriander,71,20,1302.7
Chhattisgarh,2011,Whole Year ,Dry chillies,14,15,1302.7
Chhattisgarh,2011,Whole Year ,Garlic,108,316,1302.7
Chhattisgarh,2011,Whole Year ,Onion,42,160,1302.7
Chhattisgarh,2011,Whole Year ,Sugarcane,98,1174,1302.7
Chhattisgarh,2011,Whole Year ,Sweet potato,54,334,1302.7
Chhattisgarh,2011,Whole Year ,Turmeric,6,7,1302.7
Chhattisgarh,2012,Kharif     ,Arhar/Tur,1147,655,1377.4
Chhattisgarh,2012,Kharif     ,Cotton(lint),76,114,1377.4
Chhattisgarh,2012,Kharif     ,Horse-gram,4,1,1377.4
Chhattisgarh,2012,Kharif     ,Jowar,8,5,1377.4
Chhattisgarh,2012,Kharif     ,Maize,120,186,1377.4
Chhattisgarh,2012,Kharif     ,Moong(Green Gram),37,10,1377.4
Chhattisgarh,2012,Kharif     ,Other Kharif pulses,3,1,1377.4
Chhattisgarh,2012,Kharif     ,Potato,1,6,1377.4
Chhattisgarh,2012,Kharif     ,Rice,129784,296124,1377.4
Chhattisgarh,2012,Kharif     ,Sesamum,216,56,1377.4
Chhattisgarh,2012,Kharif     ,Small millets,43,8,1377.4
Chhattisgarh,2012,Kharif     ,Soyabean,7331,8586,1377.4
Chhattisgarh,2012,Kharif     ,Sunflower,80,60,1377.4
Chhattisgarh,2012,Kharif     ,Urad,134,41,1377.4
Chhattisgarh,2012,Rabi       ,Barley,110,60,1377.4
Chhattisgarh,2012,Rabi       ,Gram,17073,21459,1377.4
Chhattisgarh,2012,Rabi       ,Horse-gram,4,1,1377.4
Chhattisgarh,2012,Rabi       ,Khesari,14820,6156,1377.4
Chhattisgarh,2012,Rabi       ,Linseed,603,244,1377.4
Chhattisgarh,2012,Rabi       ,Masoor,952,341,1377.4
Chhattisgarh,2012,Rabi       ,Moong(Green Gram),32,9,1377.4
Chhattisgarh,2012,Rabi       ,Other  Rabi pulses,7,3,1377.4
Chhattisgarh,2012,Rabi       ,Peas & beans (Pulses),191,63,1377.4
Chhattisgarh,2012,Rabi       ,Potato,3,21,1377.4
Chhattisgarh,2012,Rabi       ,Rapeseed &Mustard,704,308,1377.4
Chhattisgarh,2012,Rabi       ,Safflower,32,9,1377.4
Chhattisgarh,2012,Rabi       ,Urad,146,37,1377.4
Chhattisgarh,2012,Rabi       ,Wheat,6662,7488,1377.4
Chhattisgarh,2012,Whole Year ,Banana,60,527,1377.4
Chhattisgarh,2012,Whole Year ,Coriander,113,35,1377.4
Chhattisgarh,2012,Whole Year ,Dry chillies,22,28,1377.4
Chhattisgarh,2012,Whole Year ,Dry ginger,3,3,1377.4
Chhattisgarh,2012,Whole Year ,Garlic,2,6,1377.4
Chhattisgarh,2012,Whole Year ,Onion,36,87,1377.4
Chhattisgarh,2012,Whole Year ,Sannhamp,6,2,1377.4
Chhattisgarh,2012,Whole Year ,Sugarcane,316,931,1377.4
Chhattisgarh,2012,Whole Year ,Sweet potato,67,421,1377.4
Chhattisgarh,2012,Whole Year ,Turmeric,5,5,1377.4
Chhattisgarh,2013,Kharif     ,Arhar/Tur,1081,649,1420
Chhattisgarh,2013,Kharif     ,Horse-gram,4,1,1420
Chhattisgarh,2013,Kharif     ,Maize,184,202,1420
Chhattisgarh,2013,Kharif     ,Moong(Green Gram),33,9,1420
Chhattisgarh,2013,Kharif     ,Other Kharif pulses,1166,1,1420
Chhattisgarh,2013,Kharif     ,Potato,3,20,1420
Chhattisgarh,2013,Kharif     ,Rice,130671,253696,1420
Chhattisgarh,2013,Kharif     ,Sannhamp,31,9,1420
Chhattisgarh,2013,Kharif     ,Sesamum,109,29,1420
Chhattisgarh,2013,Kharif     ,Small millets,58,7,1420
Chhattisgarh,2013,Kharif     ,Soyabean,6641,5597,1420
Chhattisgarh,2013,Kharif     ,Urad,126,41,1420
Chhattisgarh,2013,Rabi       ,Barley,16,43,1420
Chhattisgarh,2013,Rabi       ,Gram,17552,14643,1420
Chhattisgarh,2013,Rabi       ,Horse-gram,3,1,1420
Chhattisgarh,2013,Rabi       ,Khesari,13639,5676,1420
Chhattisgarh,2013,Rabi       ,Linseed,490,187,1420
Chhattisgarh,2013,Rabi       ,Masoor,923,272,1420
Chhattisgarh,2013,Rabi       ,Moong(Green Gram),25,5,1420
Chhattisgarh,2013,Rabi       ,Other  Rabi pulses,33,34,1420
Chhattisgarh,2013,Rabi       ,Peas & beans (Pulses),192,46,1420
Chhattisgarh,2013,Rabi       ,Rapeseed &Mustard,810,405,1420
Chhattisgarh,2013,Rabi       ,Safflower,20,5,1420
Chhattisgarh,2013,Rabi       ,Urad,164,36,1420
Chhattisgarh,2013,Rabi       ,Wheat,6232,7058,1420
Chhattisgarh,2013,Whole Year ,Banana,93,3015,1420
Chhattisgarh,2013,Whole Year ,Coriander,92,30,1420
Chhattisgarh,2013,Whole Year ,Cotton(lint),28,42,1420
Chhattisgarh,2013,Whole Year ,Dry chillies,25,20,1420
Chhattisgarh,2013,Whole Year ,Onion,31,138,1420
Chhattisgarh,2013,Whole Year ,Sugarcane,426,1293,1420
Chhattisgarh,2014,Kharif     ,Arhar/Tur,1321,845,1278.7
Chhattisgarh,2014,Kharif     ,Horse-gram,2,1,1278.7
Chhattisgarh,2014,Kharif     ,Maize,485,591,1278.7
Chhattisgarh,2014,Kharif     ,Moong(Green Gram),32,9,1278.7
Chhattisgarh,2014,Kharif     ,Other Kharif pulses,3,1,1278.7
Chhattisgarh,2014,Kharif     ,Rice,130467,242048,1278.7
Chhattisgarh,2014,Kharif     ,Sesamum,96,45,1278.7
Chhattisgarh,2014,Kharif     ,Small millets,31,6,1278.7
Chhattisgarh,2014,Kharif     ,Soyabean,7538,4477,1278.7
Chhattisgarh,2014,Kharif     ,Sunflower,10,1,1278.7
Chhattisgarh,2014,Kharif     ,Urad,63,21,1278.7
Chhattisgarh,2014,Rabi       ,Barley,5,7,1278.7
Chhattisgarh,2014,Rabi       ,Gram,17624,19381,1278.7
Chhattisgarh,2014,Rabi       ,Horse-gram,4,1,1278.7
Chhattisgarh,2014,Rabi       ,Khesari,11165,9243,1278.7
Chhattisgarh,2014,Rabi       ,Linseed,167,65,1278.7
Chhattisgarh,2014,Rabi       ,Masoor,925,348,1278.7
Chhattisgarh,2014,Rabi       ,Moong(Green Gram),29,8,1278.7
Chhattisgarh,2014,Rabi       ,Other  Rabi pulses,32,1,1278.7
Chhattisgarh,2014,Rabi       ,Peas & beans (Pulses),182,60,1278.7
Chhattisgarh,2014,Rabi       ,Rapeseed &Mustard,883,443,1278.7
Chhattisgarh,2014,Rabi       ,Safflower,86,23,1278.7
Chhattisgarh,2014,Rabi       ,Urad,200,49,1278.7
Chhattisgarh,2014,Rabi       ,Wheat,6364,7367,1278.7
Chhattisgarh,2014,Whole Year ,Banana,95,3170,1278.7
Chhattisgarh,2014,Whole Year ,Coriander,4,1,1278.7
Chhattisgarh,2014,Whole Year ,Cotton(lint),30,45,1278.7
Chhattisgarh,2014,Whole Year ,Dry chillies,28,18,1278.7
Chhattisgarh,2014,Whole Year ,Onion,32,246,1278.7
Chhattisgarh,2014,Whole Year ,Sugarcane,258,1312,1278.7
Chhattisgarh,2014,Whole Year ,Turmeric,53,62,1278.7
Chhattisgarh,2011,Kharif     ,Arhar/Tur,610,195,1302.7
Chhattisgarh,2011,Kharif     ,Bajra,6,5,1302.7
Chhattisgarh,2011,Kharif     ,Castor seed,3,2,1302.7
Chhattisgarh,2011,Kharif     ,Groundnut,431,569,1302.7
Chhattisgarh,2011,Kharif     ,Horse-gram,954,324,1302.7
Chhattisgarh,2011,Kharif     ,Jowar,87,67,1302.7
Chhattisgarh,2011,Kharif     ,Maize,709,771,1302.7
Chhattisgarh,2011,Kharif     ,Moong(Green Gram),263,55,1302.7
Chhattisgarh,2011,Kharif     ,Niger seed,22,3,1302.7
Chhattisgarh,2011,Kharif     ,Other Kharif pulses,136,41,1302.7
Chhattisgarh,2011,Kharif     ,Potato,2,18,1302.7
Chhattisgarh,2011,Kharif     ,Ragi,460,140,1302.7
Chhattisgarh,2011,Kharif     ,Rice,134895,154339,1302.7
Chhattisgarh,2011,Kharif     ,Sesamum,1158,382,1302.7
Chhattisgarh,2011,Kharif     ,Small millets,3511,525,1302.7
Chhattisgarh,2011,Kharif     ,Soyabean,2,2,1302.7
Chhattisgarh,2011,Kharif     ,Sunflower,3,2,1302.7
Chhattisgarh,2011,Kharif     ,Urad,2217,694,1302.7
Chhattisgarh,2011,Rabi       ,Gram,300,309,1302.7
Chhattisgarh,2011,Rabi       ,Horse-gram,532,331,1302.7
Chhattisgarh,2011,Rabi       ,Khesari,5897,2699,1302.7
Chhattisgarh,2011,Rabi       ,Linseed,506,188,1302.7
Chhattisgarh,2011,Rabi       ,Masoor,184,66,1302.7
Chhattisgarh,2011,Rabi       ,Moong(Green Gram),2695,464,1302.7
Chhattisgarh,2011,Rabi       ,Other  Rabi pulses,39,12,1302.7
Chhattisgarh,2011,Rabi       ,Peas & beans (Pulses),187,66,1302.7
Chhattisgarh,2011,Rabi       ,Potato,22,162,1302.7
Chhattisgarh,2011,Rabi       ,Rapeseed &Mustard,300,143,1302.7
Chhattisgarh,2011,Rabi       ,Urad,377,95,1302.7
Chhattisgarh,2011,Rabi       ,Wheat,331,569,1302.7
Chhattisgarh,2011,Whole Year ,Banana,13,522,1302.7
Chhattisgarh,2011,Whole Year ,Coriander,54,26,1302.7
Chhattisgarh,2011,Whole Year ,Dry chillies,192,175,1302.7
Chhattisgarh,2011,Whole Year ,Garlic,5,12,1302.7
Chhattisgarh,2011,Whole Year ,Onion,55,237,1302.7
Chhattisgarh,2011,Whole Year ,Sannhamp,21,41,1302.7
Chhattisgarh,2011,Whole Year ,Sugarcane,29,144,1302.7
Chhattisgarh,2011,Whole Year ,Sweet potato,47,230,1302.7
Chhattisgarh,2011,Whole Year ,Turmeric,1,2,1302.7
Chhattisgarh,2012,Kharif     ,Arhar/Tur,664,235,1377.4
Chhattisgarh,2012,Kharif     ,Bajra,6,5,1377.4
Chhattisgarh,2012,Kharif     ,Groundnut,528,553,1377.4
Chhattisgarh,2012,Kharif     ,Horse-gram,611,207,1377.4
Chhattisgarh,2012,Kharif     ,Jowar,87,61,1377.4
Chhattisgarh,2012,Kharif     ,Maize,8314,12384,1377.4
Chhattisgarh,2012,Kharif     ,Mesta,1,3,1377.4
Chhattisgarh,2012,Kharif     ,Moong(Green Gram),272,72,1377.4
Chhattisgarh,2012,Kharif     ,Niger seed,22,4,1377.4
Chhattisgarh,2012,Kharif     ,Other Kharif pulses,136,46,1377.4
Chhattisgarh,2012,Kharif     ,Potato,2,18,1377.4
Chhattisgarh,2012,Kharif     ,Ragi,253,77,1377.4
Chhattisgarh,2012,Kharif     ,Rice,131879,206342,1377.4
Chhattisgarh,2012,Kharif     ,Sesamum,1159,296,1377.4
Chhattisgarh,2012,Kharif     ,Small millets,1722,442,1377.4
Chhattisgarh,2012,Kharif     ,Sunflower,3,1,1377.4
Chhattisgarh,2012,Kharif     ,Urad,1707,727,1377.4
Chhattisgarh,2012,Rabi       ,Gram,795,899,1377.4
Chhattisgarh,2012,Rabi       ,Horse-gram,228,71,1377.4
Chhattisgarh,2012,Rabi       ,Khesari,5476,2320,1377.4
Chhattisgarh,2012,Rabi       ,Linseed,491,194,1377.4
Chhattisgarh,2012,Rabi       ,Masoor,203,73,1377.4
Chhattisgarh,2012,Rabi       ,Moong(Green Gram),3197,551,1377.4
Chhattisgarh,2012,Rabi       ,Other  Rabi pulses,49,17,1377.4
Chhattisgarh,2012,Rabi       ,Peas & beans (Pulses),495,177,1377.4
Chhattisgarh,2012,Rabi       ,Potato,22,198,1377.4
Chhattisgarh,2012,Rabi       ,Rapeseed &Mustard,301,143,1377.4
Chhattisgarh,2012,Rabi       ,Urad,204,51,1377.4
Chhattisgarh,2012,Rabi       ,Wheat,431,821,1377.4
Chhattisgarh,2012,Whole Year ,Banana,17,219,1377.4
Chhattisgarh,2012,Whole Year ,Coriander,58,25,1377.4
Chhattisgarh,2012,Whole Year ,Dry chillies,197,193,1377.4
Chhattisgarh,2012,Whole Year ,Garlic,5,13,1377.4
Chhattisgarh,2012,Whole Year ,Onion,56,175,1377.4
Chhattisgarh,2012,Whole Year ,Sannhamp,21,8,1377.4
Chhattisgarh,2012,Whole Year ,Sugarcane,122,410,1377.4
Chhattisgarh,2012,Whole Year ,Sweet potato,48,235,1377.4
Chhattisgarh,2012,Whole Year ,Turmeric,1,2,1377.4
Chhattisgarh,2013,Kharif     ,Arhar/Tur,477,156,1420
Chhattisgarh,2013,Kharif     ,Groundnut,540,660,1420
Chhattisgarh,2013,Kharif     ,Horse-gram,371,110,1420
Chhattisgarh,2013,Kharif     ,Maize,10519,15934,1420
Chhattisgarh,2013,Kharif     ,Mesta,10,25,1420
Chhattisgarh,2013,Kharif     ,Moong(Green Gram),272,54,1420
Chhattisgarh,2013,Kharif     ,Other Kharif pulses,162,60,1420
Chhattisgarh,2013,Kharif     ,Potato,5,42,1420
Chhattisgarh,2013,Kharif     ,Ragi,71,22,1420
Chhattisgarh,2013,Kharif     ,Rice,134290,198730,1420
Chhattisgarh,2013,Kharif     ,Sannhamp,37,11,1420
Chhattisgarh,2013,Kharif     ,Sesamum,397,99,1420
Chhattisgarh,2013,Kharif     ,Small millets,460,67,1420
Chhattisgarh,2013,Kharif     ,Urad,1019,332,1420
Chhattisgarh,2013,Rabi       ,Castor seed,3,1,1420
Chhattisgarh,2013,Rabi       ,Gram,785,560,1420
Chhattisgarh,2013,Rabi       ,Horse-gram,193,55,1420
Chhattisgarh,2013,Rabi       ,Khesari,5222,2603,1420
Chhattisgarh,2013,Rabi       ,Linseed,512,167,1420
Chhattisgarh,2013,Rabi       ,Masoor,257,75,1420
Chhattisgarh,2013,Rabi       ,Moong(Green Gram),3120,470,1420
Chhattisgarh,2013,Rabi       ,Other  Rabi pulses,40,55,1420
Chhattisgarh,2013,Rabi       ,Peas & beans (Pulses),450,146,1420
Chhattisgarh,2013,Rabi       ,Potato,23,151,1420
Chhattisgarh,2013,Rabi       ,Rapeseed &Mustard,313,144,1420
Chhattisgarh,2013,Rabi       ,Urad,206,47,1420
Chhattisgarh,2013,Rabi       ,Wheat,508,666,1420
Chhattisgarh,2013,Whole Year ,Banana,20,875,1420
Chhattisgarh,2013,Whole Year ,Coriander,74,34,1420
Chhattisgarh,2013,Whole Year ,Dry chillies,149,135,1420
Chhattisgarh,2013,Whole Year ,Dry ginger,1,2,1420
Chhattisgarh,2013,Whole Year ,Garlic,3,8,1420
Chhattisgarh,2013,Whole Year ,Jowar,27,16,1420
Chhattisgarh,2013,Whole Year ,Onion,82,463,1420
Chhattisgarh,2013,Whole Year ,Sugarcane,68,239,1420
Chhattisgarh,2013,Whole Year ,Sweet potato,57,278,1420
Chhattisgarh,2013,Whole Year ,Turmeric,9,18,1420
Chhattisgarh,2014,Kharif     ,Arhar/Tur,333,113,1278.7
Chhattisgarh,2014,Kharif     ,Groundnut,500,603,1278.7
Chhattisgarh,2014,Kharif     ,Horse-gram,238,81,1278.7
Chhattisgarh,2014,Kharif     ,Maize,9023,15314,1278.7
Chhattisgarh,2014,Kharif     ,Mesta,16,38,1278.7
Chhattisgarh,2014,Kharif     ,Moong(Green Gram),253,49,1278.7
Chhattisgarh,2014,Kharif     ,Other Kharif pulses,123,46,1278.7
Chhattisgarh,2014,Kharif     ,Potato,5,32,1278.7
Chhattisgarh,2014,Kharif     ,Ragi,55,7,1278.7
Chhattisgarh,2014,Kharif     ,Rice,139889,237276,1278.7
Chhattisgarh,2014,Kharif     ,Sannhamp,21,7,1278.7
Chhattisgarh,2014,Kharif     ,Sesamum,322,120,1278.7
Chhattisgarh,2014,Kharif     ,Small millets,391,59,1278.7
Chhattisgarh,2014,Kharif     ,Sunflower,3,1,1278.7
Chhattisgarh,2014,Kharif     ,Urad,1839,576,1278.7
Chhattisgarh,2014,Rabi       ,Gram,516,821,1278.7
Chhattisgarh,2014,Rabi       ,Horse-gram,340,96,1278.7
Chhattisgarh,2014,Rabi       ,Khesari,4915,3767,1278.7
Chhattisgarh,2014,Rabi       ,Linseed,375,176,1278.7
Chhattisgarh,2014,Rabi       ,Masoor,148,48,1278.7
Chhattisgarh,2014,Rabi       ,Moong(Green Gram),4118,645,1278.7
Chhattisgarh,2014,Rabi       ,Other  Rabi pulses,37,14,1278.7
Chhattisgarh,2014,Rabi       ,Peas & beans (Pulses),261,119,1278.7
Chhattisgarh,2014,Rabi       ,Potato,13,141,1278.7
Chhattisgarh,2014,Rabi       ,Rapeseed &Mustard,214,87,1278.7
Chhattisgarh,2014,Rabi       ,Urad,186,43,1278.7
Chhattisgarh,2014,Rabi       ,Wheat,534,850,1278.7
Chhattisgarh,2014,Whole Year ,Banana,8,350,1278.7
Chhattisgarh,2014,Whole Year ,Coriander,62,25,1278.7
Chhattisgarh,2014,Whole Year ,Dry chillies,110,50,1278.7
Chhattisgarh,2014,Whole Year ,Dry ginger,1,2,1278.7
Chhattisgarh,2014,Whole Year ,Garlic,3,8,1278.7
Chhattisgarh,2014,Whole Year ,Jowar,5,4,1278.7
Chhattisgarh,2014,Whole Year ,Onion,79,682,1278.7
Chhattisgarh,2014,Whole Year ,Sugarcane,70,274,1278.7
Chhattisgarh,2014,Whole Year ,Sweet potato,52,300,1278.7
Chhattisgarh,2014,Whole Year ,Turmeric,10,15,1278.7
Chhattisgarh,2000,Kharif     ,Arhar/Tur,855,435,906.3
Chhattisgarh,2000,Kharif     ,Castor seed,65,16,906.3
Chhattisgarh,2000,Kharif     ,Groundnut,1575,1675,906.3
Chhattisgarh,2000,Kharif     ,Horse-gram,240,78,906.3
Chhattisgarh,2000,Kharif     ,Maize,383,486,906.3
Chhattisgarh,2000,Kharif     ,Mesta,17,31,906.3
Chhattisgarh,2000,Kharif     ,Moong(Green Gram),112,18,906.3
Chhattisgarh,2000,Kharif     ,Other Kharif pulses,217,94,906.3
Chhattisgarh,2000,Kharif     ,Rice,254692,167830,906.3
Chhattisgarh,2000,Kharif     ,Sesamum,493,82,906.3
Chhattisgarh,2000,Kharif     ,Small millets,67,14,906.3
Chhattisgarh,2000,Kharif     ,Soyabean,6,4,906.3
Chhattisgarh,2000,Kharif     ,Sunflower,47,19,906.3
Chhattisgarh,2000,Kharif     ,Urad,1753,419,906.3
Chhattisgarh,2000,Rabi       ,Gram,121,76,906.3
Chhattisgarh,2000,Rabi       ,Khesari,21506,11998,906.3
Chhattisgarh,2000,Rabi       ,Linseed,2598,607,906.3
Chhattisgarh,2000,Rabi       ,Masoor,37,10,906.3
Chhattisgarh,2000,Rabi       ,Moong(Green Gram),184,40,906.3
Chhattisgarh,2000,Rabi       ,Other  Rabi pulses,153,60,906.3
Chhattisgarh,2000,Rabi       ,Peas & beans (Pulses),124,44,906.3
Chhattisgarh,2000,Rabi       ,Rapeseed &Mustard,247,78,906.3
Chhattisgarh,2000,Rabi       ,Safflower,21,4,906.3
Chhattisgarh,2000,Rabi       ,Urad,105,22,906.3
Chhattisgarh,2000,Rabi       ,Wheat,1939,2990,906.3
Chhattisgarh,2000,Whole Year ,Banana,2,72,906.3
Chhattisgarh,2000,Whole Year ,Coriander,48,11,906.3
Chhattisgarh,2000,Whole Year ,Dry chillies,496,103,906.3
Chhattisgarh,2000,Whole Year ,Dry ginger,1,1,906.3
Chhattisgarh,2000,Whole Year ,Garlic,22,77,906.3
Chhattisgarh,2000,Whole Year ,Onion,108,969,906.3
Chhattisgarh,2000,Whole Year ,Potato,225,1632,906.3
Chhattisgarh,2000,Whole Year ,Sannhamp,62,18,906.3
Chhattisgarh,2000,Whole Year ,Sugarcane,50,141,906.3
Chhattisgarh,2000,Whole Year ,Sweet potato,73,474,906.3
Chhattisgarh,2000,Whole Year ,Turmeric,3,3,906.3
Chhattisgarh,2001,Kharif     ,Arhar/Tur,947,391,1600.1
Chhattisgarh,2001,Kharif     ,Castor seed,20,5,1600.1
Chhattisgarh,2001,Kharif     ,Groundnut,1443,1446,1600.1
Chhattisgarh,2001,Kharif     ,Horse-gram,225,79,1600.1
Chhattisgarh,2001,Kharif     ,Jowar,3,2,1600.1
Chhattisgarh,2001,Kharif     ,Maize,379,286,1600.1
Chhattisgarh,2001,Kharif     ,Mesta,7,12,1600.1
Chhattisgarh,2001,Kharif     ,Moong(Green Gram),111,27,1600.1
Chhattisgarh,2001,Kharif     ,Other Kharif pulses,251,115,1600.1
Chhattisgarh,2001,Kharif     ,Rice,254981,386700,1600.1
Chhattisgarh,2001,Kharif     ,Sesamum,556,121,1600.1
Chhattisgarh,2001,Kharif     ,Small millets,48,14,1600.1
Chhattisgarh,2001,Kharif     ,Soyabean,12,12,1600.1
Chhattisgarh,2001,Kharif     ,Sunflower,132,58,1600.1
Chhattisgarh,2001,Kharif     ,Urad,1654,427,1600.1
Chhattisgarh,2001,Rabi       ,Gram,129,85,1600.1
Chhattisgarh,2001,Rabi       ,Khesari,22575,15698,1600.1
Chhattisgarh,2001,Rabi       ,Linseed,2620,657,1600.1
Chhattisgarh,2001,Rabi       ,Masoor,20,7,1600.1
Chhattisgarh,2001,Rabi       ,Moong(Green Gram),201,48,1600.1
Chhattisgarh,2001,Rabi       ,Other  Rabi pulses,126,55,1600.1
Chhattisgarh,2001,Rabi       ,Peas & beans (Pulses),215,69,1600.1
Chhattisgarh,2001,Rabi       ,Rapeseed &Mustard,340,109,1600.1
Chhattisgarh,2001,Rabi       ,Urad,113,26,1600.1
Chhattisgarh,2001,Rabi       ,Wheat,3064,3970,1600.1
Chhattisgarh,2001,Whole Year ,Banana,1,34,1600.1
Chhattisgarh,2001,Whole Year ,Coriander,31,7,1600.1
Chhattisgarh,2001,Whole Year ,Dry chillies,510,255,1600.1
Chhattisgarh,2001,Whole Year ,Dry ginger,2,2,1600.1
Chhattisgarh,2001,Whole Year ,Garlic,22,79,1600.1
Chhattisgarh,2001,Whole Year ,Onion,80,813,1600.1
Chhattisgarh,2001,Whole Year ,Potato,258,1857,1600.1
Chhattisgarh,2001,Whole Year ,Sannhamp,72,26,1600.1
Chhattisgarh,2001,Whole Year ,Sugarcane,41,128,1600.1
Chhattisgarh,2001,Whole Year ,Sweet potato,48,309,1600.1
Chhattisgarh,2001,Whole Year ,Turmeric,6,6,1600.1
Chhattisgarh,2002,Kharif     ,Arhar/Tur,1389,642,990.2
Chhattisgarh,2002,Kharif     ,Castor seed,17,4,990.2
Chhattisgarh,2002,Kharif     ,Groundnut,1593,1939,990.2
Chhattisgarh,2002,Kharif     ,Horse-gram,221,66,990.2
Chhattisgarh,2002,Kharif     ,Maize,379,619,990.2
Chhattisgarh,2002,Kharif     ,Mesta,10,17,990.2
Chhattisgarh,2002,Kharif     ,Moong(Green Gram),322,74,990.2
Chhattisgarh,2002,Kharif     ,Other Kharif pulses,195,94,990.2
Chhattisgarh,2002,Kharif     ,Rice,252737,299041,990.2
Chhattisgarh,2002,Kharif     ,Sesamum,905,239,990.2
Chhattisgarh,2002,Kharif     ,Small millets,32,8,990.2
Chhattisgarh,2002,Kharif     ,Soyabean,23,19,990.2
Chhattisgarh,2002,Kharif     ,Sunflower,137,46,990.2
Chhattisgarh,2002,Kharif     ,Urad,2189,505,990.2
Chhattisgarh,2002,Rabi       ,Gram,231,154,990.2
Chhattisgarh,2002,Rabi       ,Horse-gram,16,5,990.2
Chhattisgarh,2002,Rabi       ,Khesari,22678,13690,990.2
Chhattisgarh,2002,Rabi       ,Linseed,2109,601,990.2
Chhattisgarh,2002,Rabi       ,Masoor,22,7,990.2
Chhattisgarh,2002,Rabi       ,Moong(Green Gram),200,47,990.2
Chhattisgarh,2002,Rabi       ,Other  Rabi pulses,94,41,990.2
Chhattisgarh,2002,Rabi       ,Peas & beans (Pulses),263,87,990.2
Chhattisgarh,2002,Rabi       ,Rapeseed &Mustard,659,167,990.2
Chhattisgarh,2002,Rabi       ,Safflower,54,10,990.2
Chhattisgarh,2002,Rabi       ,Urad,127,28,990.2
Chhattisgarh,2002,Rabi       ,Wheat,4537,5584,990.2
Chhattisgarh,2002,Whole Year ,Banana,9,306,990.2
Chhattisgarh,2002,Whole Year ,Coriander,100,27,990.2
Chhattisgarh,2002,Whole Year ,Dry chillies,498,376,990.2
Chhattisgarh,2002,Whole Year ,Dry ginger,4,4,990.2
Chhattisgarh,2002,Whole Year ,Garlic,21,75,990.2
Chhattisgarh,2002,Whole Year ,Onion,313,3013,990.2
Chhattisgarh,2002,Whole Year ,Potato,258,1651,990.2
Chhattisgarh,2002,Whole Year ,Sannhamp,84,27,990.2
Chhattisgarh,2002,Whole Year ,Sugarcane,41,126,990.2
Chhattisgarh,2002,Whole Year ,Sweet potato,47,304,990.2
Chhattisgarh,2002,Whole Year ,Turmeric,5,5,990.2
Chhattisgarh,2003,Kharif     ,Arhar/Tur,1331,909,1694.3
Chhattisgarh,2003,Kharif     ,Castor seed,17,5,1694.3
Chhattisgarh,2003,Kharif     ,Groundnut,1604,1915,1694.3
Chhattisgarh,2003,Kharif     ,Horse-gram,236,83,1694.3
Chhattisgarh,2003,Kharif     ,Maize,413,426,1694.3
Chhattisgarh,2003,Kharif     ,Mesta,12,30,1694.3
Chhattisgarh,2003,Kharif     ,Moong(Green Gram),281,73,1694.3
Chhattisgarh,2003,Kharif     ,Other Kharif pulses,216,91,1694.3
Chhattisgarh,2003,Kharif     ,Rice,253178,341989,1694.3
Chhattisgarh,2003,Kharif     ,Sesamum,855,245,1694.3
Chhattisgarh,2003,Kharif     ,Small millets,41,15,1694.3
Chhattisgarh,2003,Kharif     ,Soyabean,26,28,1694.3
Chhattisgarh,2003,Kharif     ,Sunflower,157,63,1694.3
Chhattisgarh,2003,Kharif     ,Urad,2125,549,1694.3
Chhattisgarh,2003,Rabi       ,Gram,229,213,1694.3
Chhattisgarh,2003,Rabi       ,Horse-gram,71,27,1694.3
Chhattisgarh,2003,Rabi       ,Khesari,27353,19992,1694.3
Chhattisgarh,2003,Rabi       ,Linseed,2775,853,1694.3
Chhattisgarh,2003,Rabi       ,Masoor,36,11,1694.3
